Região,Produto,Vendas
Nordeste,Produt_A,379.56033361347556
Nordeste,Produto_H,255.706665674172
Sudeste,Produto_H,259.1898305096933
Norte,Produto_F,185.89576075695174
Sudeste,Produto_B,18.632949688012435
Sudeste,Produto_F,88.25780150858098
Norte,Produto_E,140.34745598220056
Sul,Produt_A,34.11779888238231
Nordeste,Produto_F,157.01682903078802
Sul,Produto_H,225.7930923159636
Norte,Produto_G,254.18294715389982
Sudeste,Produto_B,130.71570968184122
Centro-Oeste,Produto_D,465.918526563358
Norte,Produto_E,92.75457076962546
Sudeste,Produto_E,146.12430147419693
Nordeste,Produto_E,346.2567471709371
Centro-Oeste,Produto_B,236.38536546603734
Centro-Oeste,Produto_C,67.531368123253
Centro-Oeste,Produto_F,6.974496842345356
Norte,Produto_D,189.412501076355
Sul,Produt_A,124.48966157657986
Sul,Produt_A,375.3334075865406
Nordeste,Produt_A,145.02525206190847
Nordeste,Produto_B,484.64561683482236
Sudeste,Produto_H,186.9164890939765
Norte,Produto_C,350.2830993603458
Norte,Produto_F,79.39058124065978
Centro-Oeste,Produt_A,69.23079890473672
Nordeste,Produto_B,243.30477489896208
Sudeste,Produto_C,439.3799846792261
Sudeste,Produto_C,435.3317116905165
Nordeste,Produto_D,96.01139494046352
Norte,Produto_C,130.97787636644898
Nordeste,Produto_C,361.16440592282527
Sudeste,Produto_D,91.07739574005502
Norte,Produto_G,263.2441056702129
Centro-Oeste,Produto_B,364.40744530667405
Sudeste,Produt_A,467.23037145079803
Centro-Oeste,Produto_B,120.27943733584195
Centro-Oeste,Produto_D,438.15041178227204
Sudeste,Produto_H,144.0422747381862
Sul,Produt_A,292.85238829940914
Norte,Produto_H,33.16758539747588
Nordeste,Produto_G,29.74537557491108
Norte,Produt_A,419.8743501039825
Centro-Oeste,Produto_C,369.44887460604843
Nordeste,Produto_D,34.269673115741085
Nordeste,Produto_E,332.4421666735689
Norte,Produto_B,49.48208078446631
Centro-Oeste,Produt_A,442.6755296462249
Nordeste,Produto_E,231.61121452658057
Sudeste,Produto_C,463.60169689586246
Centro-Oeste,Produto_C,49.40330924455555
Norte,Produto_F,378.65329144803223
Centro-Oeste,Produto_H,358.94767309494046
Centro-Oeste,Produto_G,413.01054484267956
Sul,Produto_B,307.2735880519125
Sul,Produto_E,28.111449881493556
Nordeste,Produto_H,431.38449414905347
Nordeste,Produto_B,348.46851945532745
Centro-Oeste,Produto_B,238.22789596145117
Sul,Produto_F,200.69464235080426
Centro-Oeste,Produto_F,275.2306679213677
Nordeste,Produto_H,387.6511944477826
Norte,Produto_B,406.88684006600846
Sudeste,Produto_D,414.8768495820587
Norte,Produto_E,353.63106392502823
Nordeste,Produto_G,198.52867169114919
Sul,Produto_C,287.2391181832557
Nordeste,Produto_E,130.76525899232695
Nordeste,Produto_E,207.2774101354898
Centro-Oeste,Produt_A,125.44592397020654
Nordeste,Produto_E,251.57506858956862
Sudeste,Produto_B,141.76288491856704
Norte,Produto_D,157.61558887089777
Centro-Oeste,Produt_A,363.7896684186726
Sul,Produto_E,425.72758749313266
Sul,Produt_A,98.78550491834525
Norte,Produto_C,287.00245038737336
Sudeste,Produt_A,338.72105187655654
Nordeste,Produto_D,325.61694876423513
Sul,Produto_E,162.29632217606215
Centro-Oeste,Produt_A,366.32217644216684
Centro-Oeste,Produto_G,171.4750953679836
Nordeste,Produto_F,47.39769919838205
Nordeste,Produto_B,333.04084229260405
Norte,Produt_A,51.86989577766593
Norte,Produto_G,483.5525913067774
Centro-Oeste,Produto_D,211.66525432416034
Norte,Produto_F,433.9993361356413
Sul,Produto_B,143.83950819203494
Sul,Produto_G,336.81190306712654
Nordeste,Produto_D,146.89735052851904
Sudeste,Produto_C,204.288645632145
Nordeste,Produto_E,253.5787716733106
Centro-Oeste,Produto_B,446.48990662041
Norte,Produto_B,443.6640998247486
Sudeste,Produto_E,283.95528222019874
Sul,Produto_C,439.7829723325803
Nordeste,Produt_A,249.14873183776552
