Região,Produto,Vendas
Centro-Oeste,Produto_C,28.331036966823763
Centro-Oeste,Produto_E,442.70723708989084
Centro-Oeste,Produto_H,147.85837277996728
Sudeste,Produto_G,487.01212757055254
Norte,Produto_D,435.815473423274
Sudeste,Produto_G,61.904863012939124
Nordeste,Produto_E,242.79335409064328
Norte,Produto_C,157.87003529278493
Sul,Produto_G,296.6010425059123
Centro-Oeste,Produto_F,338.1560150942224
Centro-Oeste,Produto_B,428.2799268983833
Centro-Oeste,Produto_F,342.4843068573261
Sudeste,Produto_C,100.50662786797376
Norte,Produto_H,397.1603041070462
Centro-Oeste,Produto_H,402.86100878567004
Sudeste,Produto_E,118.68608187816409
Sudeste,Produto_E,285.0268809225414
Sul,Produto_B,276.6984222751392
Nordeste,Produto_E,77.9977842147056
Nordeste,Produto_E,88.34589354632865
Norte,Produto_C,72.54896778602671
Sul,Produto_G,397.7270318442231
Sudeste,Produt_A,252.7659278418024
Nordeste,Produto_C,36.563448431129295
Norte,Produto_G,221.75548775274984
Centro-Oeste,Produto_F,397.34636853330716
Sul,Produto_E,497.51544229288913
Sudeste,Produto_G,373.09170998229115
Nordeste,Produto_B,199.09142113730948
Norte,Produto_C,406.1055978823668
Nordeste,Produto_E,345.72346910952547
Centro-Oeste,Produto_C,406.6755857933435
Norte,Produto_D,442.01757106012053
Centro-Oeste,Produto_C,279.3252892252884
Centro-Oeste,Produto_C,102.57031858247007
Sudeste,Produt_A,295.64086248059925
Centro-Oeste,Produto_D,390.57330099135856
Norte,Produto_C,48.931210906778546
Nordeste,Produto_H,391.8272066092733
Sudeste,Produto_E,42.122674902312255
Nordeste,Produto_H,370.72622866980697
Centro-Oeste,Produto_C,18.89500053528398
Sul,Produto_H,143.8981094332783
Centro-Oeste,Produto_H,403.6250509411259
Sul,Produto_G,382.59690196122114
Sul,Produto_F,449.88849029281596
Nordeste,Produto_C,118.27698197731395
Norte,Produto_C,5.262911401462733
Sudeste,Produto_G,373.8970719063426
Norte,Produto_E,73.35646726238087
Centro-Oeste,Produto_G,354.8669880869102
Sul,Produto_E,159.2474830220509
Sul,Produto_C,181.05286217252632
Centro-Oeste,Produto_G,417.9002796625617
Sul,Produto_B,108.64324957140565
Nordeste,Produto_G,433.4673938132362
Sudeste,Produt_A,213.25548303494102
Centro-Oeste,Produto_C,42.08255621602536
Nordeste,Produto_B,449.72745371208464
Nordeste,Produto_E,86.49595971629836
Sul,Produto_D,417.59872088259334
Centro-Oeste,Produto_D,427.1098048211945
Centro-Oeste,Produto_G,148.21796944165388
Centro-Oeste,Produto_F,388.0668125384273
Nordeste,Produto_B,477.03228866015394
Centro-Oeste,Produto_G,260.1659802996609
Nordeste,Produto_F,205.17590395047057
Norte,Produto_D,130.9353544300039
Sul,Produto_E,30.121367379961406
Nordeste,Produto_C,341.01733268030387
Centro-Oeste,Produt_A,160.92322808912246
Nordeste,Produt_A,296.82855195855774
Sul,Produto_H,392.52694598032025
Sul,Produt_A,434.0072601664796
Sul,Produt_A,316.6258703931392
Sul,Produto_B,71.36546044158965
Sudeste,Produto_D,134.8486231282457
Centro-Oeste,Produto_D,232.00885907791223
Nordeste,Produto_D,310.47455414106753
Centro-Oeste,Produt_A,389.2785059647425
Centro-Oeste,Produto_B,20.169163689835067
Sul,Produto_H,332.3449429891448
Nordeste,Produto_C,311.8820859636233
Sudeste,Produto_H,142.2999700961641
Norte,Produto_C,184.62492222540357
Sudeste,Produto_G,469.8775774280849
Norte,Produto_H,175.40707730792033
Sudeste,Produto_D,285.77968744469644
Norte,Produto_D,173.44774377629807
Nordeste,Produto_B,158.79711117833855
Nordeste,Produto_B,453.76971721196975
Norte,Produto_F,428.9528125498585
Nordeste,Produto_B,128.4780997724998
Centro-Oeste,Produto_B,143.7580238987779
Sudeste,Produt_A,131.25537190131558
Sul,Produto_F,456.66054811196386
Sul,Produto_B,361.0730535109425
Sul,Produto_E,11.326340413133295
Norte,Produto_H,265.18663972961167
Norte,Produto_D,201.21022977818848
