Região,Produto,Vendas
Sul,Produto_B,46.72424822556209
Norte,Produto_E,297.3877196344347
Sudeste,Produto_F,10.709110888755646
Sudeste,Produto_D,63.5261721190466
Norte,Produto_B,123.55876025612427
Sudeste,Produto_G,16.38930654280113
Centro-Oeste,Produto_F,4.067435774030903
Sudeste,Produto_H,68.01534277420302
Sul,Produto_G,109.72747172257807
Sudeste,Produto_G,219.51992970933236
Nordeste,Produto_E,12.208170696157817
Nordeste,Produto_C,159.6829770811096
Centro-Oeste,Produto_G,411.48242392734375
Sudeste,Produto_F,481.50371396918763
Sudeste,Produto_H,389.18328891417457
Centro-Oeste,Produto_C,33.397401033149535
Sul,Produto_D,351.5068148119825
Norte,Produto_G,31.649009980140363
Sudeste,Produto_C,109.31523729349679
Nordeste,Produto_F,123.57184803486577
Centro-Oeste,Produto_F,248.75083251438983
Sul,Produto_D,231.02570088517172
Norte,Produto_E,186.53926999750524
Sudeste,Produto_F,131.29385114838655
Norte,Produto_F,244.9344208539303
Sul,Produto_H,174.9786338035016
Centro-Oeste,Produto_H,356.12479320713845
Nordeste,Produto_G,324.61189511428796
Nordeste,Produto_E,74.68530571835308
Nordeste,Produt_A,161.07514197094304
Nordeste,Produto_E,289.74532498463105
Sudeste,Produto_E,200.47906533077915
Sul,Produto_E,23.18416507304044
Nordeste,Produto_H,349.07112383321567
Sul,Produto_D,263.28213712444165
Norte,Produto_B,171.24376338982128
Sul,Produto_B,25.54626619552908
Norte,Produto_B,72.01627950954386
Centro-Oeste,Produt_A,494.49301995399287
Centro-Oeste,Produto_H,53.84763538046816
Nordeste,Produto_D,313.01879290887354
Norte,Produto_C,345.9991923587597
Sudeste,Produto_E,183.68320820993628
Centro-Oeste,Produto_B,64.92685055056435
Sul,Produt_A,243.15027560736723
Norte,Produt_A,464.9515142183016
Nordeste,Produto_H,43.8156325468641
Sudeste,Produto_G,34.98815117382503
Nordeste,Produt_A,71.83329807980671
Sul,Produto_E,165.61588878369855
Sudeste,Produto_D,22.516276266252135
Sul,Produto_E,194.06464727057326
Sudeste,Produto_H,315.3193141681027
Sul,Produto_G,252.82055960865813
Centro-Oeste,Produt_A,384.9873979808256
Nordeste,Produto_G,338.33925094844517
Nordeste,Produto_B,364.64248144739486
Sudeste,Produto_F,15.243996285963846
Sul,Produto_E,448.3753756209801
Norte,Produto_G,440.15297517182796
Norte,Produto_E,56.71404105408623
Centro-Oeste,Produto_C,383.85681664490426
Sudeste,Produto_H,218.03435559163603
Sul,Produto_F,165.0024349944182
Nordeste,Produto_F,180.31646369872146
Norte,Produto_D,451.23836053986224
Sul,Produt_A,199.37169463205063
Nordeste,Produto_G,414.1710746631529
Sul,Produto_G,165.85161264658655
Norte,Produto_B,463.79610546355724
Centro-Oeste,Produto_D,336.0233552490793
Sul,Produto_H,217.47185014724525
Centro-Oeste,Produto_H,181.18475280823571
Sudeste,Produt_A,292.16261895821816
Norte,Produto_F,224.51471280624352
Sudeste,Produt_A,124.34769893824277
Sul,Produto_H,207.8396701589107
Sudeste,Produto_C,88.74835231600004
Sul,Produto_D,453.933037772504
Sudeste,Produto_E,354.03263645076373
Sul,Produt_A,91.52927705104335
Norte,Produto_H,477.67358518354575
Centro-Oeste,Produto_E,294.2706947379932
Norte,Produto_C,230.41854193299088
Sudeste,Produto_D,0.3029406297942461
Sul,Produto_D,78.18950483023428
Sul,Produto_F,141.14204434238837
Centro-Oeste,Produto_B,19.467735362416306
Nordeste,Produto_G,300.31882619988056
Centro-Oeste,Produto_E,108.32986981619169
Norte,Produto_C,159.28882139842386
Centro-Oeste,Produto_H,193.7462215818247
Norte,Produto_B,74.94187799190183
Sudeste,Produto_H,247.02321582374265
Norte,Produto_F,462.1043493889556
Sul,Produto_C,77.50481032684509
Sudeste,Produto_G,265.2874633223151
Nordeste,Produto_F,334.35939975540947
Centro-Oeste,Produto_E,97.23542262132828
Norte,Produto_G,377.1454773738901
