Região,Produto,Vendas
Nordeste,Produto_C,114.61007300432108
Centro-Oeste,Produto_D,348.0253384362685
Sul,Produto_B,91.970563454361
Centro-Oeste,Produto_G,315.04855756017304
Norte,Produto_G,136.46050789872987
Nordeste,Produt_A,386.69560571477285
Sudeste,Produto_E,268.0157627995906
Nordeste,Produt_A,68.57454118577117
Sul,Produto_F,198.9471005321747
Sudeste,Produto_C,415.6613042322811
Sudeste,Produt_A,146.2299061877439
Norte,Produto_E,405.5365662962494
Nordeste,Produto_F,250.82761353051632
Centro-Oeste,Produto_F,390.0402199330772
Centro-Oeste,Produto_C,370.9035632495211
Norte,Produto_D,482.91354131098615
Sul,Produto_F,322.52445612778143
Sudeste,Produto_G,127.98297951504361
Centro-Oeste,Produto_B,252.70741911192357
Sudeste,Produto_C,42.049960361928655
Centro-Oeste,Produto_B,7.4663196371624885
Sul,Produto_H,189.74791366073046
Centro-Oeste,Produto_F,13.613749764228745
Sudeste,Produto_D,392.3104548604947
Nordeste,Produto_G,82.40810238707574
Centro-Oeste,Produto_E,139.95105545150466
Sul,Produto_H,435.10383922340026
Centro-Oeste,Produt_A,291.7486463966366
Norte,Produto_F,368.9798833961323
Nordeste,Produt_A,140.62401732433995
Centro-Oeste,Produto_G,58.10785573204541
Norte,Produto_F,319.13860566204244
Centro-Oeste,Produto_D,325.20815154988793
Sudeste,Produto_B,10.61349760390662
Sul,Produto_D,26.369886849642143
Norte,Produto_C,199.02840829836026
Centro-Oeste,Produto_G,121.24150737497757
Sudeste,Produto_F,28.53111021776472
Norte,Produto_C,372.8161466309166
Sudeste,Produto_C,307.76831290611347
Norte,Produto_E,4.08243845300349
Nordeste,Produto_B,18.25380089993378
Nordeste,Produto_C,388.9608457365895
Sul,Produto_C,189.45490451793728
Centro-Oeste,Produto_E,177.65294628415774
Sul,Produt_A,103.19560910578413
Nordeste,Produto_E,355.89863922291937
Nordeste,Produto_C,401.15696600162426
Sul,Produto_D,394.8844486347231
Centro-Oeste,Produto_E,385.26426624404013
Norte,Produto_G,255.94869792440306
Sul,Produto_D,402.68314218379203
Sudeste,Produto_H,150.0738046082564
Norte,Produto_E,332.2839033393158
Nordeste,Produto_H,67.82598737236967
Sudeste,Produto_C,466.728611634336
Centro-Oeste,Produto_E,275.59443017441436
Norte,Produto_G,62.94638955985871
Norte,Produto_F,27.74610520742954
Sudeste,Produto_D,167.33350627345294
Norte,Produt_A,387.2465496802264
Nordeste,Produto_F,54.68123679439096
Sudeste,Produto_F,299.8410375489269
Sudeste,Produto_F,185.54794044561123
Sudeste,Produto_G,294.58157149955036
Nordeste,Produto_H,172.73342227023252
Nordeste,Produt_A,162.313623832164
Centro-Oeste,Produto_D,362.52357816249867
Nordeste,Produto_E,72.10636380785267
Centro-Oeste,Produto_G,153.4419217385791
Nordeste,Produto_C,11.97975012517144
Centro-Oeste,Produto_H,469.5057730504448
Centro-Oeste,Produto_E,2.914269208084297
Sudeste,Produto_F,94.1854463870807
Sudeste,Produto_F,468.6879731483259
Norte,Produto_F,175.73106010501294
Nordeste,Produto_H,349.1705023857273
Centro-Oeste,Produto_G,98.23430292919966
Centro-Oeste,Produt_A,55.34671357109766
Norte,Produto_E,96.50882233471452
Nordeste,Produto_E,211.42463803106853
Nordeste,Produto_D,134.11170001085077
Sul,Produto_H,97.85112080073743
Sul,Produto_E,368.14643049782984
Sul,Produto_B,134.52317047401425
Centro-Oeste,Produto_H,171.40044311521797
Centro-Oeste,Produto_E,460.49406043145433
Centro-Oeste,Produto_D,471.361919665883
Nordeste,Produto_H,234.69130730180154
Sul,Produto_C,465.36841021416586
Sudeste,Produto_E,304.5495013443239
Centro-Oeste,Produto_C,181.1618120161379
Centro-Oeste,Produto_D,495.18924421820225
Centro-Oeste,Produto_C,493.04644044191235
Norte,Produto_G,9.839943825082909
Sudeste,Produto_D,69.17389965452492
Sudeste,Produto_H,305.7538005385128
Sudeste,Produto_E,46.74689879858629
Sul,Produto_E,164.0710636374096
Norte,Produto_C,435.9716624056588
