Região,Produto,Vendas
Centro-Oeste,Produto_H,256.60133643534294
Sudeste,Produto_G,452.8152348954367
Nordeste,Produto_F,394.34129242149663
Nordeste,Produto_H,214.5912152782033
Nordeste,Produto_G,128.1141258718789
Sudeste,Produto_F,432.11004705033014
Sudeste,Produto_B,480.01689463158584
Sul,Produto_H,81.02378563074136
Sul,Produto_B,87.85474972658636
Sudeste,Produto_G,486.00143892098674
Nordeste,Produto_G,465.255023180606
Sudeste,Produto_B,203.28426644242313
Centro-Oeste,Produto_D,293.5886138753499
Sul,Produto_D,390.95544841452653
Norte,Produto_D,9.729993430033835
Sul,Produt_A,288.871854131431
Sudeste,Produto_C,30.147043642282934
Sudeste,Produto_D,51.67806224057697
Nordeste,Produto_B,497.79224128049896
Centro-Oeste,Produto_H,40.45104373638247
Norte,Produto_G,32.64631790264894
Sul,Produto_G,370.7971238154581
Centro-Oeste,Produto_E,282.7465118849521
Centro-Oeste,Produt_A,148.00901539967685
Nordeste,Produto_B,81.65795508280455
Nordeste,Produto_F,26.930998609541625
Norte,Produto_H,95.37871969994232
Norte,Produto_D,283.8803235346245
Nordeste,Produto_E,339.9742548853838
Norte,Produto_E,359.69923403237095
Sul,Produto_H,439.44488652009363
Norte,Produto_H,377.72994040396907
Sul,Produto_H,249.01461952540876
Centro-Oeste,Produto_G,114.8550674205347
Norte,Produto_F,267.860836239277
Nordeste,Produto_D,396.0678858614641
Norte,Produto_F,133.43796630563398
Sul,Produto_C,71.02281387787157
Norte,Produto_G,327.1617061542372
Norte,Produt_A,60.196075867833656
Norte,Produto_G,370.597988598776
Norte,Produt_A,490.77876807340147
Centro-Oeste,Produto_B,401.9027810745409
Sudeste,Produto_E,471.75848188462766
Nordeste,Produto_C,235.21393910174893
Centro-Oeste,Produto_E,486.2650117121766
Norte,Produto_E,399.1377666734281
Sudeste,Produto_D,499.7457372229668
Sul,Produt_A,300.8197607050418
Centro-Oeste,Produt_A,350.3180169888329
Sudeste,Produt_A,366.44325268670775
Centro-Oeste,Produto_C,214.69719300916412
Norte,Produto_E,224.92587500607368
Sudeste,Produto_C,449.1691311799808
Centro-Oeste,Produto_B,58.878640795712364
Norte,Produt_A,109.57326299818132
Norte,Produto_D,269.8436494729042
Sul,Produto_G,418.0759155002408
Sudeste,Produt_A,170.1171677065116
Nordeste,Produto_F,350.57448575202955
Norte,Produto_G,108.60890505493009
Nordeste,Produto_B,201.25095669332106
Sudeste,Produto_H,496.8737239545146
Norte,Produto_G,482.273409568282
Centro-Oeste,Produto_E,205.92349154354767
Nordeste,Produto_B,490.30209021097625
Centro-Oeste,Produto_G,361.54997538344685
Sudeste,Produto_H,132.32615773687183
Centro-Oeste,Produto_B,467.431791811538
Sul,Produto_C,425.0524774326432
Nordeste,Produto_H,187.11235746192813
Sudeste,Produto_E,341.9720970686416
Nordeste,Produto_E,136.51106941881852
Sudeste,Produto_B,421.5678563809392
Nordeste,Produt_A,416.705840679615
Sul,Produto_H,24.838883573770453
Norte,Produto_D,69.8285651094121
Sudeste,Produto_D,308.3036390271441
Nordeste,Produto_F,226.3104278710757
Nordeste,Produto_E,267.3449696226408
Centro-Oeste,Produt_A,88.53570521176573
Centro-Oeste,Produto_G,343.40659341159045
Sul,Produt_A,29.42595403805004
Centro-Oeste,Produto_D,210.490620339453
Sudeste,Produto_F,70.93750454936593
Nordeste,Produto_F,18.28771594896983
Centro-Oeste,Produto_D,104.65309384911787
Centro-Oeste,Produto_B,478.8731862481476
Sudeste,Produto_C,426.59768132690596
Sudeste,Produto_G,275.5555968342849
Nordeste,Produt_A,207.93421699351666
Norte,Produto_F,309.1301356271241
Sul,Produt_A,226.85368653968337
Centro-Oeste,Produto_C,16.85406479106194
Norte,Produto_C,127.07897166848925
Norte,Produto_F,87.41439525476463
Norte,Produto_D,331.63875636384415
Norte,Produto_B,114.08592854362514
Sul,Produto_D,70.93740325075647
Sudeste,Produto_G,3.676802602485041
