Região,Produto,Vendas
Sul,Produto_G,282.47741114400753
Sul,Produto_C,103.81254894595759
Centro-Oeste,Produto_C,123.45902915779749
Nordeste,Produto_H,367.71621266865293
Norte,Produto_C,285.64333557623854
Norte,Produto_F,494.24962078297926
Centro-Oeste,Produt_A,302.6592058713377
Nordeste,Produt_A,465.8428319483826
Centro-Oeste,Produto_F,390.14751583477425
Sudeste,Produto_C,44.546990419681634
Sul,Produto_G,232.99767209990907
Sul,Produto_H,249.2825902735838
Nordeste,Produto_D,272.1484807255174
Nordeste,Produto_D,130.19294524131115
Sul,Produto_H,253.05733908711147
Centro-Oeste,Produto_F,119.43689707357336
Norte,Produt_A,360.592717814854
Centro-Oeste,Produto_D,233.2466738842608
Sul,Produto_E,44.45338520945352
Sudeste,Produto_G,152.31464323464067
Nordeste,Produto_H,342.22967139410065
Centro-Oeste,Produto_E,138.09355162243446
Sul,Produto_H,51.48265049165507
Norte,Produto_D,99.761305702685
Centro-Oeste,Produto_F,339.7874732445303
Centro-Oeste,Produto_E,148.84706769125705
Centro-Oeste,Produt_A,346.84434670968005
Nordeste,Produto_H,47.68365343826231
Nordeste,Produto_D,29.772051184913217
Sudeste,Produto_H,489.32802252088345
Centro-Oeste,Produto_G,34.44973381621924
Nordeste,Produto_E,235.66022365512995
Sul,Produto_B,137.71659809156662
Norte,Produto_E,458.4481270059658
Sul,Produto_B,80.28464240450201
Centro-Oeste,Produto_F,101.86970346511475
Nordeste,Produto_B,141.016060056099
Norte,Produto_B,339.82188153084144
Nordeste,Produto_H,373.1841829580562
Sul,Produto_H,245.63182404347978
Norte,Produto_E,458.3308551540844
Centro-Oeste,Produto_F,343.2507753153872
Sul,Produto_G,321.19407862998594
Norte,Produto_H,269.11505678640606
Nordeste,Produto_G,191.93491731579542
Nordeste,Produto_F,466.3289197194996
Norte,Produto_F,460.01707445224986
Sudeste,Produto_B,497.95269426304
Norte,Produto_H,275.41884272973897
Centro-Oeste,Produto_B,334.11037854000637
Nordeste,Produto_F,331.70600578377025
Centro-Oeste,Produt_A,100.5390977881589
Sudeste,Produt_A,446.53177396917283
Norte,Produto_D,3.147380449201709
Sul,Produto_C,268.68564898397557
Nordeste,Produto_F,8.09084291244444
Sul,Produto_C,128.78831761332242
Nordeste,Produto_F,65.43498924543
Norte,Produto_B,285.50548653368895
Sul,Produto_B,435.8573185152091
Sul,Produto_D,2.504281627867422
Sul,Produto_B,148.68077625561
Norte,Produt_A,266.6124185725763
Sudeste,Produto_E,443.12921709486676
Sudeste,Produto_H,133.18609137749115
Sul,Produto_G,58.628952326194195
Sul,Produt_A,400.81538332563173
Centro-Oeste,Produto_H,355.3368104118221
Centro-Oeste,Produto_D,126.76783132583635
Centro-Oeste,Produto_C,140.6617661191339
Sudeste,Produto_D,487.96507211310546
Sudeste,Produt_A,245.41698242502468
Sudeste,Produt_A,209.90188177855168
Sudeste,Produto_B,120.03049188750236
Centro-Oeste,Produto_D,204.40449249118825
Nordeste,Produto_B,474.82486198375034
Norte,Produto_F,403.0655053429967
Centro-Oeste,Produto_G,168.58643924290544
Norte,Produto_C,87.68387657741889
Centro-Oeste,Produto_B,0.8453669428347133
Norte,Produto_H,129.07772433398273
Centro-Oeste,Produto_F,492.011807728314
Sul,Produto_C,436.74270355439944
Sudeste,Produto_D,2.4214429034204454
Nordeste,Produto_G,66.59813412621463
Nordeste,Produto_B,183.06536718875338
Centro-Oeste,Produto_F,390.7991595155266
Norte,Produto_C,432.10554764611476
Nordeste,Produto_B,373.19938452157294
Sul,Produto_B,348.8326062995241
Centro-Oeste,Produt_A,285.87083672903407
Norte,Produto_B,207.90575870628908
Centro-Oeste,Produto_H,355.92971718469715
Norte,Produto_G,468.55082988687985
Sudeste,Produto_D,230.11058854472537
Centro-Oeste,Produto_D,129.74549864910313
Sudeste,Produto_E,324.5679761531542
Nordeste,Produto_H,129.22669662003193
Nordeste,Produto_E,497.2498669889265
Norte,Produto_F,95.11584153063617
