Região,Produto,Vendas
Centro-Oeste,Produto_E,285.2137719418268
Nordeste,Produto_B,156.06198839485506
Norte,Produto_A,204.71833287824066
Sudeste,Produto_E,136.79407072297184
Sul,Produto_G,8.359975251338748
Norte,Produto_G,442.26301317081067
Nordeste,Produto_B,21.996878614973127
Norte,Produto_G,159.228531570282
Nordeste,Produto_H,406.03199860904164
Centro-Oeste,Produto_B,79.67280562123874
Norte,Produto_D,376.4361742075057
Norte,Produto_A,366.6353670527343
Centro-Oeste,Produto_C,144.8630972354058
Sudeste,Produto_C,484.2426025506462
Nordeste,Produto_D,2.037804924700626
Sul,Produto_C,389.9666173422095
Sudeste,Produto_A,351.8521726673774
Centro-Oeste,Produto_D,206.78071044930311
Centro-Oeste,Produto_D,232.48265673155478
Nordeste,Produto_D,238.0232406239744
Sudeste,Produto_C,480.9677881051802
Centro-Oeste,Produto_C,144.46068277207613
Sul,Produto_B,353.70598963087275
Sudeste,Produto_D,119.45191556846896
Nordeste,Produto_E,20.425937419447372
Nordeste,Produto_D,317.7637970653021
Norte,Produto_H,234.25185773743684
Nordeste,Produto_C,317.00261250011783
Sul,Produto_G,38.87784787729209
Norte,Produto_C,126.25849056360433
Centro-Oeste,Produto_F,14.292256224879175
Centro-Oeste,Produto_A,390.4529108446012
Centro-Oeste,Produto_F,320.0124686126467
Sudeste,Produto_E,298.6084636350765
Nordeste,Produto_E,266.8754758728488
Sudeste,Produto_H,116.77559429284584
Centro-Oeste,Produto_D,151.3755952964052
Norte,Produto_G,108.27629014203988
Norte,Produto_A,451.0780799085919
Norte,Produto_G,245.59412587716005
Sul,Produto_B,333.97110162922957
Sul,Produto_E,371.83013048202474
Sudeste,Produto_C,337.37617876094697
Nordeste,Produto_A,487.2585732031749
Centro-Oeste,Produto_B,297.85581651599136
Nordeste,Produto_B,449.28660570083497
Norte,Produto_A,162.31003404450283
Centro-Oeste,Produto_A,195.60103951702652
Centro-Oeste,Produto_E,430.8574768768571
Sul,Produto_H,7.497896431662543
Centro-Oeste,Produto_D,67.1782685084557
Centro-Oeste,Produto_C,324.8982708413032
Sudeste,Produto_C,416.6079017794495
Centro-Oeste,Produto_D,109.79973095046863
Sul,Produto_A,479.90655701684346
Sul,Produto_H,439.3691676415482
Sudeste,Produto_G,294.59149949775554
Norte,Produto_A,189.13564765916263
Norte,Produto_F,232.72821597056864
Nordeste,Produto_E,487.68583279842096
Sudeste,Produto_G,322.45270890143433
Nordeste,Produto_G,404.793813295676
Nordeste,Produto_F,338.1552700399211
Sul,Produto_D,279.9544452883967
Sudeste,Produto_G,270.91776611910797
Sudeste,Produto_D,323.727559259815
Norte,Produto_G,264.596361652239
Nordeste,Produto_E,91.28689755263808
Sul,Produto_D,200.09192454488712
Sul,Produto_F,65.98835083163817
Sudeste,Produto_G,63.05748257035027
Sul,Produto_C,422.20432877215865
Sudeste,Produto_A,313.2874815119718
Sudeste,Produto_H,247.68304413578701
Nordeste,Produto_B,354.6821479813491
Nordeste,Produto_F,408.2404042671382
Sudeste,Produto_A,130.06354632088684
Nordeste,Produto_D,354.2838156868384
Sul,Produto_B,404.95396484356075
Norte,Produto_G,409.5149235849848
Sudeste,Produto_C,284.4541173091126
Sul,Produto_G,425.1593678092767
Centro-Oeste,Produto_A,217.57069458656935
Norte,Produto_F,415.5710639976073
Centro-Oeste,Produto_C,92.50517275219056
Nordeste,Produto_H,99.34514477122852
Centro-Oeste,Produto_H,487.5570895325486
Centro-Oeste,Produto_H,119.02000380626149
Norte,Produto_B,414.42697185050184
Centro-Oeste,Produto_A,298.399184107716
Centro-Oeste,Produto_F,489.29704968712673
Norte,Produto_D,253.56228076552455
Norte,Produto_E,395.51363532434806
Centro-Oeste,Produto_B,311.96470055143357
Centro-Oeste,Produto_D,311.2411745411053
Norte,Produto_C,379.246910172642
Nordeste,Produto_A,197.28206106713841
Sudeste,Produto_F,100.03827518613834
Centro-Oeste,Produto_E,225.6768729730489
Norte,Produto_E,65.69968878367466
