Região,Produto,Vendas
Centro-Oeste,Produto_B,243.20825203123962
Centro-Oeste,Produto_H,440.01757635215364
Sul,Produto_H,49.348921562620276
Centro-Oeste,Produto_B,145.42781219686017
Norte,Produto_C,194.106611278672
Norte,Produto_A,462.10814736326716
Sul,Produto_B,200.3722191311632
Centro-Oeste,Produto_E,352.8187441773292
Nordeste,Produto_A,308.80286973605433
Centro-Oeste,Produto_A,308.0868624991903
Sudeste,Produto_E,255.30780245196334
Centro-Oeste,Produto_C,335.5728897014685
Norte,Produto_A,479.7482113039161
Norte,Produto_H,45.66888587859863
Sul,Produto_D,334.0565190340387
Norte,Produto_B,111.90075070576316
Nordeste,Produto_A,354.44307347044025
Sul,Produto_H,112.50296961610195
Sul,Produto_E,44.8395601342379
Nordeste,Produto_F,329.72548691759806
Norte,Produto_F,71.81307895259908
Sudeste,Produto_A,189.98447524172062
Sul,Produto_B,419.4260579552692
Norte,Produto_B,373.35525579767045
Sudeste,Produto_F,367.57396389889414
Centro-Oeste,Produto_E,41.86918063575196
Sul,Produto_D,346.86470529914254
Nordeste,Produto_D,22.83391344133684
Nordeste,Produto_E,71.59015553271652
Sudeste,Produto_F,95.40180466257625
Sul,Produto_G,56.89673911560295
Norte,Produto_A,338.16253683136506
Centro-Oeste,Produto_B,35.38265001911489
Centro-Oeste,Produto_C,332.8032550740413
Sudeste,Produto_G,423.5432841443039
Nordeste,Produto_D,373.53193692023416
Nordeste,Produto_G,156.08467014859784
Centro-Oeste,Produto_F,168.57697482386197
Centro-Oeste,Produto_C,255.96421481457892
Sudeste,Produto_B,396.22684232486336
Nordeste,Produto_A,402.6314574857742
Sudeste,Produto_H,28.661364770117714
Sudeste,Produto_A,471.8101578978034
Norte,Produto_D,394.0433493894312
Nordeste,Produto_A,124.62388881838233
Sudeste,Produto_F,268.2342116866169
Nordeste,Produto_D,161.03847397113964
Sul,Produto_D,79.49447596152038
Sul,Produto_E,489.28341974527484
Centro-Oeste,Produto_B,490.40285719444535
Sul,Produto_A,488.1852048103321
Sul,Produto_B,2.3110122127159016
Sudeste,Produto_E,1.4567006600182952
Nordeste,Produto_H,493.96340596582695
Norte,Produto_G,39.77790712567636
Sul,Produto_F,93.36910571136431
Sudeste,Produto_A,367.52440525392126
Norte,Produto_E,270.95289829297195
Norte,Produto_A,231.141479279577
Norte,Produto_C,440.74422585263756
Nordeste,Produto_A,424.94780105143263
Norte,Produto_G,161.5981312377528
Nordeste,Produto_G,385.6046327431929
Norte,Produto_G,308.1827553330969
Nordeste,Produto_G,44.275449006079384
Norte,Produto_H,165.30137644383936
Sudeste,Produto_H,108.9385824495307
Sudeste,Produto_A,258.7585769698349
Sudeste,Produto_C,336.5873382824478
Norte,Produto_B,1.6428013749107961
Sul,Produto_C,71.09969413916251
Sudeste,Produto_F,97.85772099730706
Centro-Oeste,Produto_A,10.261432111978163
Centro-Oeste,Produto_D,226.79531289168025
Sul,Produto_A,441.5443648080271
Sudeste,Produto_A,400.7580598410602
Sudeste,Produto_A,290.04812448908865
Sudeste,Produto_C,364.217646108155
Centro-Oeste,Produto_A,215.8312202249168
Sul,Produto_D,441.70052470037837
Centro-Oeste,Produto_B,118.49281444316462
Norte,Produto_F,407.340899326005
Norte,Produto_H,88.47490440825867
Centro-Oeste,Produto_F,192.8248876729784
Nordeste,Produto_F,373.33874328875453
Norte,Produto_C,223.34892334888596
Nordeste,Produto_E,410.3046246936865
Nordeste,Produto_A,337.81066637103334
Norte,Produto_E,277.05959568902824
Norte,Produto_C,199.87956624136177
Sul,Produto_H,154.24471186947602
Sudeste,Produto_B,281.8819773030033
Sul,Produto_H,383.77812728626327
Centro-Oeste,Produto_G,375.1385293346866
Centro-Oeste,Produto_A,101.57510165913442
Nordeste,Produto_H,120.76491673041883
Sul,Produto_A,433.77896848419
Sul,Produto_D,57.76970554801847
Norte,Produto_B,328.6161104551369
Sudeste,Produto_F,60.226190138238486
