Região,Produto,Vendas
Norte,Produto_B,201.4258021031587
Centro-Oeste,Produto_G,33.194718546099786
Nordeste,Produto_H,218.39444799135148
Sudeste,Produto_G,456.38924966089314
Norte,Produto_A,191.53968638365703
Centro-Oeste,Produto_D,270.2504630695862
Sul,Produto_E,148.07029386588505
Nordeste,Produto_H,492.73634346417447
Sul,Produto_H,361.3064564115518
Nordeste,Produto_H,424.8931860677435
Centro-Oeste,Produto_G,267.60520346386045
Nordeste,Produto_C,296.0187412165816
Norte,Produto_D,5.781881641886589
Sudeste,Produto_F,90.21641510557177
Sudeste,Produto_G,77.95100477622363
Sul,Produto_B,172.45531407934112
Sudeste,Produto_A,431.4582215706445
Nordeste,Produto_H,329.7478487603592
Sul,Produto_D,425.2712490352631
Nordeste,Produto_E,270.9576650552714
Sul,Produto_D,132.84005190051974
Nordeste,Produto_E,13.887856226802942
Sul,Produto_E,479.33832316409564
Sul,Produto_F,232.5303875302796
Norte,Produto_C,327.7562866984702
Sudeste,Produto_E,233.19127370664654
Sul,Produto_B,337.340765779926
Sudeste,Produto_F,68.82708103883562
Sudeste,Produto_G,233.11961164408558
Nordeste,Produto_E,200.3428905575843
Norte,Produto_E,64.88844201409027
Centro-Oeste,Produto_D,139.21833048837124
Centro-Oeste,Produto_H,150.06609634727926
Sudeste,Produto_G,272.62513465725016
Sudeste,Produto_C,144.6923512629803
Norte,Produto_A,91.88377418645332
Norte,Produto_D,489.18416037038537
Centro-Oeste,Produto_D,432.9073119028898
Sul,Produto_C,198.6327258564635
Centro-Oeste,Produto_F,156.80733221081218
Centro-Oeste,Produto_A,118.37088255697792
Norte,Produto_B,342.9969973244314
Sudeste,Produto_D,271.8289600546217
Sudeste,Produto_H,254.5934267505713
Norte,Produto_H,352.3404890364079
Norte,Produto_B,109.0397144406371
Norte,Produto_H,470.36709406162214
Norte,Produto_B,208.13937685031942
Nordeste,Produto_D,354.2650417080179
Sudeste,Produto_A,49.95158147874501
Nordeste,Produto_F,3.24633223144577
Sudeste,Produto_D,234.67003038243973
Centro-Oeste,Produto_A,399.63692778151295
Sul,Produto_D,392.56880138879524
Norte,Produto_G,14.206283758958715
Centro-Oeste,Produto_G,242.1727559503238
Centro-Oeste,Produto_A,164.28713116088335
Centro-Oeste,Produto_D,126.12592014154744
Sul,Produto_D,213.61851891255
Sul,Produto_C,217.79028622103075
Nordeste,Produto_D,454.6571950270762
Sul,Produto_C,496.5789284293579
Sul,Produto_E,329.7995675775077
Sudeste,Produto_A,433.4697082753903
Nordeste,Produto_A,19.02348896926015
Nordeste,Produto_C,153.40331217749832
Norte,Produto_E,304.21476259757316
Nordeste,Produto_D,115.15078377658783
Nordeste,Produto_C,268.2389056124167
Sul,Produto_E,300.6993802038517
Norte,Produto_A,9.399106407968594
Norte,Produto_G,355.12938526834245
Sul,Produto_G,88.76647155369338
Nordeste,Produto_C,143.9236652886075
Centro-Oeste,Produto_G,479.2429393029781
Sul,Produto_H,325.3451460798536
Nordeste,Produto_D,139.25311000266683
Sul,Produto_D,274.1837538014625
Sul,Produto_D,208.3797193149757
Sudeste,Produto_F,332.63617881929315
Sudeste,Produto_F,376.62591114677747
Nordeste,Produto_C,349.2638397047225
Sudeste,Produto_H,451.5926799480997
Norte,Produto_A,37.31848267880794
Norte,Produto_E,498.5318880444207
Norte,Produto_G,66.17550796203065
Nordeste,Produto_C,42.62370965356494
Sudeste,Produto_D,187.98939136125242
Norte,Produto_B,267.6427097828519
Sudeste,Produto_H,437.2226347709885
Sudeste,Produto_C,185.32233026600647
Nordeste,Produto_C,204.8812386398029
Centro-Oeste,Produto_B,114.14822153909549
Sudeste,Produto_C,403.2721112142296
Nordeste,Produto_F,206.5179119819035
Sudeste,Produto_E,396.2667214420637
Nordeste,Produto_H,21.3073458725595
Nordeste,Produto_E,363.9704657548174
Sudeste,Produto_A,175.22754762063227
Sudeste,Produto_A,77.17119141625723
