Região,Produto,Vendas
Centro-Oeste,Produto_E,38.81952193670158
Sudeste,Produto_C,380.01223619363253
Centro-Oeste,Produto_B,83.7432993157764
Norte,Produto_G,315.3710123826796
Centro-Oeste,Produto_B,443.87421988602773
Sudeste,Produto_B,123.59107943667769
Sudeste,Produto_F,27.60211334234919
Norte,Produto_F,220.87683512022534
Sul,Produto_B,151.38265423874654
Sul,Produto_H,358.0633433744261
Sudeste,Produto_E,480.0730568076368
Sul,Produto_D,447.38810775729
Norte,Produto_A,230.33861059033296
Sul,Produto_E,365.54304268951967
Centro-Oeste,Produto_F,231.89776087978836
Sul,Produto_A,277.54683874439894
Nordeste,Produto_D,385.14659093052506
Sudeste,Produto_E,422.5093759453377
Sul,Produto_D,10.255112952101298
Centro-Oeste,Produto_F,232.94576143263012
Sul,Produto_D,19.725409451780752
Nordeste,Produto_D,13.608827982645177
Sudeste,Produto_F,6.513892806040921
Sul,Produto_D,29.17625293639353
Centro-Oeste,Produto_E,387.6138123499061
Nordeste,Produto_F,466.63059201129835
Norte,Produto_G,454.9492875880057
Norte,Produto_E,95.39756112292702
Centro-Oeste,Produto_D,378.00240239842066
Norte,Produto_G,87.7141271439873
Norte,Produto_C,52.36092750004029
Norte,Produto_G,446.14832305923693
Centro-Oeste,Produto_F,460.5057715640447
Nordeste,Produto_G,498.22246059246567
Nordeste,Produto_D,308.1730854160951
Centro-Oeste,Produto_A,2.1468470271645
Norte,Produto_G,278.7193415781413
Nordeste,Produto_B,322.41083805116466
Norte,Produto_E,41.03477478278372
Sudeste,Produto_F,39.74678795491765
Sudeste,Produto_D,168.74835905273815
Sudeste,Produto_E,373.94430252949155
Centro-Oeste,Produto_A,70.20893965493441
Norte,Produto_G,232.6136681825085
Centro-Oeste,Produto_E,400.6042673245231
Centro-Oeste,Produto_H,326.39998100621665
Sul,Produto_F,491.6724882957659
Sudeste,Produto_D,8.987958215692926
Nordeste,Produto_D,384.017889864048
Nordeste,Produto_G,476.8528249895891
Sul,Produto_C,428.54629154821276
Sudeste,Produto_H,465.22978198835807
Norte,Produto_A,7.101223882837903
Sul,Produto_E,81.42396262678004
Sudeste,Produto_A,323.7049541654294
Sudeste,Produto_A,93.95704858847137
Nordeste,Produto_F,492.17704318944953
Norte,Produto_D,223.01140948612817
Nordeste,Produto_F,356.2267720274624
Sudeste,Produto_H,423.2803247627472
Nordeste,Produto_F,146.15941185142296
Nordeste,Produto_D,203.96386164631997
Sudeste,Produto_C,0.6594393249474417
Nordeste,Produto_B,406.904874368561
Centro-Oeste,Produto_A,15.667078665893342
Centro-Oeste,Produto_E,355.84220953125947
Sul,Produto_A,255.9139827462703
Norte,Produto_B,426.92625256012604
Sul,Produto_D,276.65235895684145
Nordeste,Produto_B,414.06229761696125
Norte,Produto_C,120.61267054392843
Norte,Produto_G,133.2471989734857
Norte,Produto_C,18.316806786319695
Centro-Oeste,Produto_C,444.5522302772196
Nordeste,Produto_G,132.66097709183583
Norte,Produto_G,189.2114853077041
Sudeste,Produto_A,385.83173110300856
Sudeste,Produto_E,149.75283067896007
Nordeste,Produto_A,176.86464406867697
Sul,Produto_G,87.53395336358687
Nordeste,Produto_E,124.80193550704621
Norte,Produto_F,182.5541629998934
Sudeste,Produto_C,478.37005645193074
Nordeste,Produto_A,125.80389628332689
Norte,Produto_C,277.2398656231167
Norte,Produto_D,125.16076457063451
Centro-Oeste,Produto_A,371.96541072164086
Centro-Oeste,Produto_D,90.93384332995325
Norte,Produto_A,239.54853781693447
Nordeste,Produto_C,141.93097914749276
Nordeste,Produto_D,480.9663839747235
Norte,Produto_H,132.46941683281267
Nordeste,Produto_B,292.8627840626053
Norte,Produto_G,274.06074677562196
Centro-Oeste,Produto_A,145.7947062307639
Nordeste,Produto_E,270.297260956817
Nordeste,Produto_H,428.70140109371545
Norte,Produto_B,9.293683591312051
Nordeste,Produto_E,138.3196905502209
Centro-Oeste,Produto_A,4.412331839302008
