Região,Produto,Vendas
Nordeste,Produto_F,86.53017408259123
Norte,Produto_E,383.4353471220909
Sudeste,Produto_B,399.63795595680466
Nordeste,Produto_B,196.10403516630765
Sudeste,Produto_E,259.8138294771239
Nordeste,Produto_A,487.6449144252526
Sul,Produto_B,55.348068962761175
Sul,Produto_E,204.64915742950024
Nordeste,Produto_A,464.8326377730698
Sul,Produto_D,416.66717020176475
Centro-Oeste,Produto_H,396.81061777117844
Nordeste,Produto_G,246.33601656020133
Sul,Produto_G,393.09344236924557
Norte,Produto_B,164.3717046731631
Centro-Oeste,Produto_E,113.72182993838625
Sul,Produto_H,282.28583104933085
Sudeste,Produto_C,440.7044212422631
Sudeste,Produto_G,175.48706371865953
Norte,Produto_E,306.65273364677574
Nordeste,Produto_C,134.36857262118974
Centro-Oeste,Produto_E,56.38878749661852
Nordeste,Produto_E,246.39084033640034
Nordeste,Produto_C,293.2381219653622
Sudeste,Produto_D,201.10197699456296
Sudeste,Produto_D,411.7586874807046
Sudeste,Produto_D,3.532584321768617
Norte,Produto_H,494.75083680329806
Sudeste,Produto_D,54.39087357660321
Sudeste,Produto_G,449.62965749865776
Sul,Produto_F,248.78352080730082
Nordeste,Produto_B,93.69020120702032
Norte,Produto_A,459.52867767937124
Nordeste,Produto_C,301.24919028985937
Nordeste,Produto_E,328.4161578300125
Sudeste,Produto_H,432.1422039441581
Centro-Oeste,Produto_H,48.76773206537999
Norte,Produto_H,210.12017840791563
Nordeste,Produto_E,79.68495667085257
Centro-Oeste,Produto_E,214.38177140467403
Centro-Oeste,Produto_A,200.419694993286
Sudeste,Produto_G,493.8324437432537
Sudeste,Produto_C,248.0140675487722
Sudeste,Produto_D,72.73117670520685
Centro-Oeste,Produto_C,366.5194370132871
Norte,Produto_A,427.79024279452096
Norte,Produto_B,212.95486852430895
Sudeste,Produto_D,89.06069025044494
Nordeste,Produto_D,460.32301156252925
Norte,Produto_A,277.33687432770785
Norte,Produto_H,336.7450875392734
Norte,Produto_E,10.176313101957323
Centro-Oeste,Produto_H,426.78108423512793
Nordeste,Produto_C,460.55288164856853
Centro-Oeste,Produto_E,272.9756586461803
Sul,Produto_D,253.5651184164842
Sul,Produto_C,60.985725635747556
Norte,Produto_D,420.21122214844274
Norte,Produto_E,109.44330108472656
Norte,Produto_F,190.6239665501645
Sul,Produto_A,301.69697862455814
Sul,Produto_H,494.8886099857777
Centro-Oeste,Produto_D,389.2023113601369
Sudeste,Produto_H,158.0161651227938
Centro-Oeste,Produto_C,196.21051919330867
Norte,Produto_E,463.98013568418537
Sudeste,Produto_F,12.624069478040456
Norte,Produto_F,415.36610239776996
Norte,Produto_H,483.47814229212895
Nordeste,Produto_F,480.48575749593556
Nordeste,Produto_F,255.78947225594985
Norte,Produto_E,255.52697769665423
Norte,Produto_H,2.268033802201086
Nordeste,Produto_C,375.8438171029921
Centro-Oeste,Produto_H,412.324992508793
Centro-Oeste,Produto_C,471.71363604269544
Norte,Produto_F,212.9833480959567
Sul,Produto_D,381.7484349040618
Sudeste,Produto_B,351.5203474002709
Centro-Oeste,Produto_C,284.4867741550327
Norte,Produto_B,50.57102678134173
Centro-Oeste,Produto_B,407.44166695448797
Centro-Oeste,Produto_H,118.02261379020096
Norte,Produto_B,190.65202474621938
Sul,Produto_C,138.7405818840699
Sul,Produto_A,304.6487407514477
Norte,Produto_A,429.12791776024693
Nordeste,Produto_A,117.69195567421964
Sudeste,Produto_B,413.9761487522669
Nordeste,Produto_A,20.618285860328655
Sudeste,Produto_D,121.83876260009541
Norte,Produto_E,59.901868319359345
Sul,Produto_E,158.53615433123613
Sudeste,Produto_F,182.35717279642537
Norte,Produto_A,453.32235383152056
Norte,Produto_C,230.5525181009146
Sul,Produto_H,271.3830369918125
Norte,Produto_G,447.2868144087615
Centro-Oeste,Produto_D,259.2797316969057
Norte,Produto_D,253.12224632748203
Norte,Produto_E,441.64502976754255
