Região,Produto,Vendas
Norte,Produto_D,171.01488665517377
Sul,Produto_E,90.03190986601994
Sudeste,Produto_A,314.99179512861974
Centro-Oeste,Produto_F,179.32066926554052
Sul,Produto_H,344.7383029588021
Centro-Oeste,Produto_G,411.25112298875996
Nordeste,Produto_F,493.6903036327683
Sul,Produto_G,488.53582043798036
Sudeste,Produto_E,68.98498406729492
Sul,Produto_D,350.9235782977724
Sudeste,Produto_B,87.94079176787284
Centro-Oeste,Produto_F,240.28812892226648
Norte,Produto_A,293.73946337674596
Nordeste,Produto_D,415.5688452001044
Centro-Oeste,Produto_G,151.15648302394752
Centro-Oeste,Produto_H,205.31314297359555
Sudeste,Produto_G,75.92138111871432
Sul,Produto_G,307.2095963249952
Sudeste,Produto_C,350.68423107172043
Sul,Produto_A,408.14472565698054
Sul,Produto_A,151.16328786576105
Norte,Produto_F,287.9092593823337
Norte,Produto_A,142.83222392015549
Centro-Oeste,Produto_C,255.9545777867156
Nordeste,Produto_B,398.5920247842368
Sul,Produto_C,267.83544756048633
Sul,Produto_E,419.09172813644943
Norte,Produto_H,346.669860041204
Sudeste,Produto_H,72.05528143080974
Sul,Produto_C,258.39473541601154
Sul,Produto_D,349.0254226733426
Norte,Produto_A,446.9042064299799
Sudeste,Produto_G,125.02992976766708
Norte,Produto_H,243.1605193520286
Nordeste,Produto_H,218.85327825648955
Sul,Produto_H,220.1570601629014
Nordeste,Produto_D,474.48648572374503
Nordeste,Produto_C,220.45037767087584
Centro-Oeste,Produto_B,434.11654412148545
Nordeste,Produto_H,66.91385223230235
Sudeste,Produto_A,303.992762535431
Sudeste,Produto_D,216.31701739164922
Sudeste,Produto_D,444.10957869918184
Nordeste,Produto_H,488.74424476907865
Sudeste,Produto_H,292.2192102470051
Norte,Produto_E,335.48620753855704
Norte,Produto_D,225.28194464452105
Sul,Produto_D,448.20832132122524
Centro-Oeste,Produto_G,249.93437163543226
Norte,Produto_B,344.61379535769936
Centro-Oeste,Produto_E,390.1206410759885
Centro-Oeste,Produto_A,390.80302837785973
Centro-Oeste,Produto_F,63.88239032526305
Centro-Oeste,Produto_H,200.67412865612965
Sul,Produto_F,243.34504934572067
Norte,Produto_D,413.3193652841405
Nordeste,Produto_D,248.06108987786718
Sudeste,Produto_C,131.65643158531694
Centro-Oeste,Produto_H,466.1755888472448
Nordeste,Produto_E,177.650311410404
Sul,Produto_F,499.70095547605706
Sudeste,Produto_H,491.5349629817474
Sul,Produto_F,16.763918170898005
Sudeste,Produto_F,143.60303670804885
Centro-Oeste,Produto_G,326.7046901298332
Norte,Produto_E,211.98783075964434
Sul,Produto_B,140.64355707523586
Sudeste,Produto_F,348.0791337045942
Centro-Oeste,Produto_C,423.3966629264343
Sul,Produto_F,205.37192594660868
Nordeste,Produto_A,455.9193007564474
Centro-Oeste,Produto_E,189.73178778524374
Sul,Produto_D,246.16117604383646
Centro-Oeste,Produto_B,216.29823495412433
Centro-Oeste,Produto_H,248.04355850851633
Centro-Oeste,Produto_A,69.91287194915036
Sul,Produto_D,310.3837891854503
Centro-Oeste,Produto_F,28.21917634938015
Sul,Produto_C,375.8677962222956
Sul,Produto_A,19.16605813893968
Sudeste,Produto_C,323.65763098996024
Norte,Produto_H,279.08329557796606
Sul,Produto_A,298.74540349113727
Centro-Oeste,Produto_A,424.6056756484488
Norte,Produto_G,170.79101745238984
Sudeste,Produto_H,34.95115496196216
Sul,Produto_H,487.446970001662
Sul,Produto_H,303.47222250470185
Nordeste,Produto_E,403.6383105455837
Sudeste,Produto_C,209.6961230872163
Sul,Produto_E,311.67396306514763
Sudeste,Produto_B,207.51342781542954
Centro-Oeste,Produto_H,420.2409741494632
Centro-Oeste,Produto_H,368.1582211175529
Sudeste,Produto_F,406.51175641717583
Centro-Oeste,Produto_H,320.29388801477216
Norte,Produto_D,196.3573322246482
Centro-Oeste,Produto_D,331.43293856991284
Sul,Produto_D,217.51028782102523
Nordeste,Produto_F,282.4387739411539
